,datetime,close_DE40,close_FR40,close_NL25,close_IT40,close_SP35,close_UK100,close_EU50
38,2024-06-17 11:00:00,18033.6,7512.9,920.99,32764.5,10931.7,8137.4,4857.3
39,2024-06-17 12:00:00,18012.1,7516.4,920.44,32779.5,10929.7,8142.7,4853.3
40,2024-06-17 13:00:00,18053.4,7538.4,922.52,32864.5,10954.6,8150.6,4868.7
41,2024-06-17 14:00:00,18035.9,7532.1,921.49,32844.5,10931.1,8138.6,4862.7
42,2024-06-17 15:00:00,18045.4,7534.1,921.12,32802.5,10935.1,8133.6,4861.7
43,2024-06-17 16:00:00,18070.9,7567.4,922.12,32892.5,10950.9,8138.2,4876.2
44,2024-06-17 17:00:00,18063.9,7566.1,922.09,32909.5,10932.5,8139.9,4875.2
45,2024-06-18 09:00:00,18119.7,7581.4,926.62,33238.5,10975.1,8171.7,4895.3
46,2024-06-18 10:00:00,18095.7,7584.1,925.29,33175.5,10995.6,8169.4,4891.8
47,2024-06-18 11:00:00,18136.7,7602.6,926.99,33268.5,11031.1,8176.4,4904.3
48,2024-06-18 12:00:00,18134.7,7611.9,927.31,33310.5,11031.6,8173.9,4909.3
49,2024-06-18 13:00:00,18094.7,7602.1,925.94,33258.5,11023.4,8173.9,4899.5
50,2024-06-18 14:00:00,18114.7,7619.6,926.34,33288.5,11037.4,8183.1,4905.5
51,2024-06-18 15:00:00,18098.7,7614.9,926.54,33275.5,11055.4,8187.9,4903.5
52,2024-06-18 16:00:00,18124.5,7626.9,927.39,33280.5,11057.9,8189.8,4911.8
53,2024-06-18 17:00:00,18150.5,7635.9,929.87,33315.5,11084.6,8198.6,4920.1
54,2024-06-19 09:00:00,18115.9,7620.6,928.22,33425.5,11078.6,8180.2,4911.0
55,2024-06-19 10:00:00,18070.8,7588.3,925.39,33338.5,11043.1,8170.7,4893.0
56,2024-06-19 11:00:00,18087.3,7589.3,926.34,33323.5,11051.1,8184.7,4896.0
57,2024-06-19 12:00:00,18092.8,7586.8,926.24,33295.5,11065.6,8200.5,4897.0
58,2024-06-19 13:00:00,18104.7,7596.6,926.19,33375.5,11080.3,8207.3,4902.5
59,2024-06-19 14:00:00,18087.7,7584.3,925.54,33340.5,11077.8,8207.3,4896.5
60,2024-06-19 15:00:00,18083.2,7581.3,924.72,33270.5,11063.3,8205.1,4891.5
61,2024-06-19 16:00:00,18088.6,7576.6,925.29,33268.5,11059.1,8205.4,4891.9
62,2024-06-19 17:00:00,18066.1,7567.6,923.56,33210.5,11052.0,8200.3,4880.9
63,2024-06-20 09:00:00,18162.3,7605.1,928.52,33423.5,11079.9,8220.9,4909.6
64,2024-06-20 10:00:00,18164.3,7607.6,929.57,33488.5,11087.9,8219.2,4914.6
65,2024-06-20 11:00:00,18185.3,7632.9,930.04,33588.5,11107.9,8219.2,4926.6
66,2024-06-20 12:00:00,18160.3,7633.9,929.57,33536.5,11100.9,8217.4,4920.7
67,2024-06-20 13:00:00,18155.0,7635.6,930.66,33543.5,11104.9,8230.7,4921.9
68,2024-06-20 14:00:00,18127.0,7631.1,930.02,33603.5,11107.9,8230.9,4918.9
69,2024-06-20 15:00:00,18197.0,7662.9,932.49,33658.5,11143.4,8255.7,4940.9
70,2024-06-20 16:00:00,18242.5,7681.4,932.41,33678.5,11158.1,8268.4,4946.9
71,2024-06-20 17:00:00,18242.5,7660.4,932.66,33668.5,11146.0,8268.9,4943.9
72,2024-06-21 09:00:00,18218.3,7662.6,930.79,33423.5,11114.3,8249.1,4933.6
73,2024-06-21 10:00:00,18164.3,7636.1,928.29,33388.5,11064.3,8244.2,4913.6
74,2024-06-21 11:00:00,18157.8,7627.1,926.09,33288.5,11016.8,8188.9,4908.6
75,2024-06-21 12:00:00,18158.3,7629.1,927.19,33308.5,11028.3,8221.4,4910.6
76,2024-06-21 13:00:00,18144.8,7621.4,925.12,33293.5,11022.2,8219.9,4905.2
77,2024-06-21 14:00:00,18164.8,7631.4,925.79,33283.5,11021.7,8227.3,4908.2
78,2024-06-21 15:00:00,18130.8,7621.4,924.21,33213.5,10989.2,8236.8,4898.2
79,2024-06-21 16:00:00,18207.9,7650.6,927.52,33393.5,11064.0,8260.1,4922.4
80,2024-06-21 17:00:00,18187.9,7630.6,925.52,33303.5,11041.4,8233.6,4913.4
81,2024-06-24 09:00:00,18254.8,7670.4,925.84,33570.5,11077.7,8261.7,4937.9
82,2024-06-24 10:00:00,18266.8,7676.9,927.14,33682.5,11097.2,8279.7,4940.9
83,2024-06-24 11:00:00,18244.8,7671.4,927.69,33697.5,11103.2,8271.4,4937.9
84,2024-06-24 12:00:00,18276.8,7690.2,928.14,33750.5,11120.2,8276.7,4947.9
85,2024-06-24 13:00:00,18274.6,7694.4,928.02,33692.5,11113.8,8281.2,4945.5
86,2024-06-24 14:00:00,18263.1,7688.4,926.24,33642.5,11093.3,8279.0,4939.5
87,2024-06-24 15:00:00,18339.6,7717.9,928.29,33792.5,11153.8,8298.5,4957.5
88,2024-06-24 16:00:00,18339.6,7718.7,926.87,33819.5,11170.6,8298.2,4954.1
89,2024-06-24 17:00:00,18322.5,7704.7,926.16,33819.5,11166.5,8278.7,4947.1
90,2024-06-25 09:00:00,18084.7,7657.9,921.39,33747.5,11145.2,8286.6,4915.6
91,2024-06-25 10:00:00,18121.9,7653.4,923.84,33782.5,11151.2,8272.4,4926.6
92,2024-06-25 11:00:00,18136.4,7654.9,924.39,33719.5,11116.2,8265.4,4927.6
93,2024-06-25 12:00:00,18136.9,7647.9,924.84,33709.5,11108.2,8265.9,4925.6
94,2024-06-25 13:00:00,18134.0,7640.4,924.64,33692.5,11100.9,8259.1,4921.7
95,2024-06-25 14:00:00,18146.0,7640.9,925.39,33754.5,11128.9,8261.9,4924.7
96,2024-06-25 15:00:00,18129.0,7638.4,924.99,33634.5,11074.4,8245.7,4920.7
97,2024-06-25 16:00:00,18154.7,7650.9,924.99,33682.5,11092.0,8250.4,4925.3
98,2024-06-25 17:00:00,18176.7,7668.7,926.82,33687.5,11106.9,8239.2,4938.3
99,2024-06-26 09:00:00,18359.1,7699.4,933.52,33794.5,11163.4,8299.3,4974.8
100,2024-06-26 10:00:00,18314.9,7682.9,930.49,33712.5,11140.9,8292.8,4960.7
101,2024-06-26 11:00:00,18266.4,7651.7,929.29,33657.5,11110.9,8274.5,4945.7
102,2024-06-26 12:00:00,18205.9,7624.7,926.04,33594.5,11076.9,8248.3,4925.7
103,2024-06-26 13:00:00,18142.6,7603.4,924.77,33527.5,11057.0,8229.8,4915.0
104,2024-06-26 14:00:00,18061.1,7561.9,921.14,33377.5,10990.0,8206.1,4892.0
105,2024-06-26 15:00:00,18139.6,7595.4,923.09,33506.5,11020.0,8219.8,4911.5
106,2024-06-26 16:00:00,18168.7,7617.7,923.34,33573.5,11038.9,8233.2,4920.3
107,2024-06-26 17:00:00,18176.2,7620.7,924.72,33526.5,11030.0,8226.4,4923.3
108,2024-06-27 09:00:00,18216.5,7611.7,926.61,33571.5,10991.9,8221.0,4929.8
109,2024-06-27 10:00:00,18184.0,7598.4,927.27,33478.5,10988.9,8218.0,4921.8
110,2024-06-27 11:00:00,18150.0,7574.4,926.09,33396.5,10964.4,8204.5,4911.8
111,2024-06-27 12:00:00,18185.0,7570.9,926.02,33353.5,10968.9,8201.0,4913.8
112,2024-06-27 13:00:00,18200.7,7566.2,926.47,33341.5,10927.2,8198.6,4912.7
113,2024-06-27 14:00:00,18187.2,7557.9,926.14,33278.5,10943.2,8216.6,4908.7
114,2024-06-27 15:00:00,18220.2,7571.2,926.87,33331.5,10971.2,8210.8,4917.7
115,2024-06-27 16:00:00,18206.3,7554.2,925.84,33203.5,10966.7,8199.8,4909.1
116,2024-06-27 17:00:00,18225.5,7532.9,925.49,33193.5,10967.1,8180.3,4905.1
117,2024-06-28 09:00:00,18237.1,7489.9,927.24,33198.5,10967.7,8211.3,4899.9
118,2024-06-28 10:00:00,18307.1,7497.4,928.56,33278.5,10976.7,8214.6,4909.9
119,2024-06-28 11:00:00,18337.1,7500.1,929.39,33298.5,10981.7,8226.6,4912.9
120,2024-06-28 12:00:00,18335.6,7515.6,928.77,33331.5,10998.7,8228.1,4916.9
121,2024-06-28 13:00:00,18273.8,7487.4,926.09,33138.5,10952.5,8203.7,4900.2
122,2024-06-28 14:00:00,18218.8,7474.4,924.72,33078.5,10932.0,8192.7,4887.2
123,2024-06-28 15:00:00,18247.3,7476.1,924.87,33116.5,10938.0,8183.7,4896.2
124,2024-06-28 16:00:00,18259.6,7480.1,924.11,33136.5,10935.2,8173.4,4896.3
125,2024-06-28 17:00:00,18256.6,7495.9,925.52,33196.5,10954.4,8165.7,4900.3
126,2024-07-01 09:00:00,18312.0,7627.0,925.52,33673.5,11068.0,8193.6,4949.8
127,2024-07-01 10:00:00,18318.0,7590.2,925.06,33603.5,11030.5,8202.4,4938.8
128,2024-07-01 11:00:00,18292.0,7585.0,924.36,33621.5,11038.5,8191.1,4935.8
129,2024-07-01 12:00:00,18292.5,7592.7,924.27,33678.5,11052.0,8185.9,4937.8
130,2024-07-01 13:00:00,18322.0,7602.2,926.06,33728.5,11068.7,8194.1,4944.0
131,2024-07-01 14:00:00,18330.1,7607.5,926.39,33761.5,11078.7,8186.1,4950.0
132,2024-07-01 15:00:00,18356.6,7610.7,925.81,33763.5,11087.2,8209.6,4947.0
133,2024-07-01 16:00:00,18302.3,7575.7,922.72,33688.5,11067.1,8177.3,4929.6
134,2024-07-01 17:00:00,18310.5,7569.5,923.16,33686.5,11030.3,8159.8,4932.6
135,2024-07-02 09:00:00,18168.2,7512.2,918.64,33531.5,10920.5,8121.0,4895.1
136,2024-07-02 10:00:00,18159.7,7531.5,920.09,33494.5,10918.0,8153.5,4897.1
137,2024-07-02 11:00:00,18100.2,7504.2,919.24,33356.5,10876.0,8143.0,4881.1
138,2024-07-02 12:00:00,18097.7,7497.7,919.32,33321.5,10856.5,8135.5,4878.1
139,2024-07-02 13:00:00,18074.7,7486.5,918.57,33309.5,10852.5,8117.7,4874.1
140,2024-07-02 14:00:00,18061.3,7513.2,920.14,33419.5,10878.3,8134.9,4883.1
141,2024-07-02 15:00:00,18119.7,7526.5,923.09,33499.5,10917.7,8125.1,4899.1
142,2024-07-02 16:00:00,18146.0,7534.0,922.87,33471.5,10911.7,8116.6,4904.2
143,2024-07-02 17:00:00,18149.0,7531.2,922.89,33469.5,10901.1,8112.9,4902.2
144,2024-07-03 09:00:00,18243.3,7596.5,930.72,33836.5,10974.1,8154.1,4941.9
145,2024-07-03 10:00:00,18281.8,7613.4,932.09,33861.5,10998.6,8159.8,4952.7
146,2024-07-03 11:00:00,18331.3,7644.6,933.72,33894.5,11012.6,8167.8,4969.7
147,2024-07-03 12:00:00,18329.8,7654.1,933.74,33916.5,11038.6,8168.3,4971.7
148,2024-07-03 13:00:00,18350.7,7659.1,933.79,33934.5,11046.1,8166.1,4974.6
149,2024-07-03 14:00:00,18348.7,7649.4,932.49,33939.5,11037.6,8161.1,4968.6
150,2024-07-03 15:00:00,18339.7,7637.1,931.19,33856.5,11039.6,8172.6,4962.1
151,2024-07-03 16:00:00,18364.4,7637.4,930.54,33829.5,11042.7,8170.6,4963.5
152,2024-07-03 17:00:00,18380.9,7638.9,932.34,33846.5,10991.9,8178.9,4965.5
153,2024-07-04 09:00:00,18447.8,7676.1,934.61,34069.5,11025.0,8220.7,4982.1
154,2024-07-04 10:00:00,18434.8,7688.6,935.64,34094.5,11022.5,8229.7,4986.1
155,2024-07-04 11:00:00,18429.8,7689.1,936.29,34037.5,11027.5,8225.5,4987.1
156,2024-07-04 12:00:00,18434.3,7693.8,936.56,34032.5,11040.5,8238.2,4987.1
157,2024-07-04 13:00:00,18424.8,7691.8,936.86,34037.5,11054.7,8251.5,4985.3
158,2024-07-04 14:00:00,18456.6,7698.3,937.29,34087.5,11066.7,8256.6,4990.8
159,2024-07-04 15:00:00,18435.6,7689.6,935.66,34074.5,11058.2,8244.4,4983.8
160,2024-07-04 16:00:00,18441.7,7691.1,935.76,34084.5,11052.1,8235.0,4984.9
161,2024-07-04 17:00:00,18453.7,7715.1,936.41,34107.5,11071.7,8256.5,4992.9
162,2024-07-05 09:00:00,18602.7,7729.3,938.76,34274.5,11080.4,8264.0,5014.6
163,2024-07-05 10:00:00,18610.7,7726.3,937.86,34269.5,11053.4,8260.8,5009.6
164,2024-07-05 11:00:00,18623.2,7732.3,938.26,34292.5,11058.4,8258.5,5013.6
165,2024-07-05 12:00:00,18592.7,7718.3,937.14,34174.5,11028.9,8245.3,5005.6
166,2024-07-05 13:00:00,18588.6,7715.6,937.24,34167.5,11020.6,8240.4,5004.1
167,2024-07-05 14:00:00,18595.6,7724.8,936.71,34177.5,11023.6,8241.7,5006.1
168,2024-07-05 15:00:00,18479.6,7672.8,933.56,33947.5,10985.6,8201.4,4976.1
169,2024-07-05 16:00:00,18467.3,7674.1,932.66,33969.5,11006.7,8192.8,4974.7
170,2024-07-05 17:00:00,18465.0,7668.6,933.31,33977.5,11012.4,8196.3,4976.7
171,2024-07-08 09:00:00,18556.1,7709.3,936.56,34239.5,11067.1,8208.7,5008.4
172,2024-07-08 10:00:00,18585.1,7721.3,936.09,34342.5,11071.1,8215.2,5011.9
173,2024-07-08 11:00:00,18572.1,7714.1,937.24,34277.5,11047.6,8230.9,5009.4
174,2024-07-08 12:00:00,18520.1,7678.8,934.77,34144.5,11053.1,8220.2,4990.4
175,2024-07-08 13:00:00,18546.1,7689.6,936.79,34199.5,11084.6,8224.6,4999.4
176,2024-07-08 14:00:00,18558.6,7689.1,936.47,34212.5,11081.1,8227.6,4999.4
177,2024-07-08 15:00:00,18535.1,7679.3,935.24,34114.5,11061.6,8219.1,4991.4
178,2024-07-08 16:00:00,18479.9,7639.1,932.59,34004.5,11021.8,8201.1,4970.8
179,2024-07-08 17:00:00,18475.4,7628.6,933.27,34012.5,11014.0,8194.8,4970.8
180,2024-07-09 09:00:00,18417.7,7590.8,935.39,34030.5,10971.9,8213.5,4950.5
181,2024-07-09 10:00:00,18458.7,7596.8,935.74,34103.5,10966.4,8209.5,4956.5
182,2024-07-09 11:00:00,18433.2,7576.6,936.44,34050.5,10950.9,8198.8,4948.5
183,2024-07-09 12:00:00,18395.7,7563.8,934.99,34068.5,10943.4,8180.8,4940.5
184,2024-07-09 13:00:00,18385.7,7564.6,933.77,34048.5,10939.6,8174.6,4940.8
185,2024-07-09 14:00:00,18304.2,7534.3,933.39,33928.5,10908.6,8152.4,4925.8
186,2024-07-09 15:00:00,18284.2,7522.3,932.29,33858.5,10898.6,8142.9,4915.8
187,2024-07-09 16:00:00,18226.7,7489.4,931.49,33793.5,10885.1,8145.9,4898.1
188,2024-07-09 17:00:00,18263.7,7505.9,932.14,33846.5,10908.5,8151.4,4910.1
189,2024-07-10 09:00:00,18284.8,7517.4,931.49,33963.5,10938.8,8161.1,4907.7
190,2024-07-10 10:00:00,18311.3,7538.6,933.19,34006.5,10954.8,8165.6,4919.7
191,2024-07-10 11:00:00,18370.3,7571.1,936.12,34153.5,10996.8,8184.4,4941.7
192,2024-07-10 12:00:00,18354.3,7565.4,934.54,34151.5,11000.8,8191.4,4936.7
193,2024-07-10 13:00:00,18356.0,7557.1,935.19,34131.5,10998.2,8188.8,4935.4
194,2024-07-10 14:00:00,18354.5,7556.1,935.44,34163.5,11003.7,8184.8,4936.4
195,2024-07-10 15:00:00,18379.5,7561.1,936.54,34208.5,11021.7,8176.8,4944.4
196,2024-07-10 16:00:00,18385.1,7569.4,937.62,34233.5,11038.4,8182.6,4949.8
197,2024-07-10 17:00:00,18422.1,7580.1,940.69,34308.5,11072.8,8202.6,4962.8
198,2024-07-11 09:00:00,18455.3,7609.4,941.82,34301.5,11088.5,8209.7,4976.5
199,2024-07-11 10:00:00,18459.3,7620.9,942.39,34318.5,11100.5,8225.2,4982.5
200,2024-07-11 11:00:00,18446.3,7616.1,941.64,34343.5,11114.5,8221.9,4980.5
201,2024-07-11 12:00:00,18444.3,7602.9,941.69,34313.5,11097.5,8218.4,4975.5
202,2024-07-11 13:00:00,18455.8,7597.6,940.89,34298.5,11109.3,8206.9,4974.5
203,2024-07-11 14:00:00,18445.3,7604.1,940.89,34243.5,11102.8,8194.7,4976.5
204,2024-07-11 15:00:00,18509.3,7624.1,940.14,34328.5,11149.3,8212.7,4983.5
205,2024-07-11 16:00:00,18551.9,7636.9,937.57,34366.5,11188.7,8221.3,4982.4
206,2024-07-11 17:00:00,18522.9,7626.9,934.32,34278.5,11172.6,8222.3,4969.4
207,2024-07-12 09:00:00,18551.3,7672.1,936.52,34473.5,11193.9,8250.1,4992.0
208,2024-07-12 10:00:00,18604.8,7690.1,938.49,34458.5,11210.4,8249.6,5004.0
209,2024-07-12 11:00:00,18573.8,7670.1,937.34,34431.5,11213.4,8241.4,4994.0
210,2024-07-12 12:00:00,18617.8,7682.4,939.32,34493.5,11222.4,8247.6,5006.0
211,2024-07-12 13:00:00,18615.3,7686.6,940.94,34483.5,11223.8,8240.1,5010.8
212,2024-07-12 14:00:00,18610.8,7686.6,940.04,34493.5,11213.8,8241.4,5006.8
213,2024-07-12 15:00:00,18653.8,7699.4,941.69,34508.5,11220.3,8238.4,5018.8
214,2024-07-12 16:00:00,18759.7,7727.1,945.29,34593.5,11240.9,8252.0,5044.8
215,2024-07-12 17:00:00,18740.7,7719.9,944.39,34588.5,11246.3,8250.0,5038.8
216,2024-07-15 09:00:00,18722.8,7680.3,947.59,34418.5,11181.2,8226.1,5024.9
217,2024-07-15 10:00:00,18714.3,7693.8,947.59,34481.5,11190.2,8242.6,5026.9
218,2024-07-15 11:00:00,18719.3,7694.8,947.49,34494.5,11200.2,8234.1,5028.9
219,2024-07-15 12:00:00,18704.3,7686.1,947.62,34519.5,11200.7,8231.3,5024.9
220,2024-07-15 13:00:00,18661.3,7670.8,946.34,34517.5,11199.9,8224.6,5015.6
221,2024-07-15 14:00:00,18622.8,7650.8,944.54,34444.5,11180.9,8201.1,5004.6
222,2024-07-15 15:00:00,18613.3,7640.3,940.89,34384.5,11169.9,8178.1,4994.6
223,2024-07-15 16:00:00,18601.1,7624.6,939.22,34349.5,11146.4,8183.8,4985.1
224,2024-07-15 17:00:00,18603.6,7639.3,937.37,34382.5,11140.8,8184.6,4985.1
225,2024-07-16 09:00:00,18482.9,7570.1,932.44,34038.5,11035.9,8152.3,4940.1
226,2024-07-16 10:00:00,18518.9,7594.1,933.89,34236.5,11066.4,8158.0,4956.1
227,2024-07-16 11:00:00,18499.1,7574.3,934.89,34266.5,11069.9,8166.0,4950.1
228,2024-07-16 12:00:00,18504.1,7570.3,935.17,34236.5,11048.9,8155.8,4950.1
229,2024-07-16 13:00:00,18478.7,7568.6,934.84,34226.5,11045.9,8142.4,4948.3
230,2024-07-16 14:00:00,18487.2,7571.3,935.79,34298.5,11069.9,8141.7,4952.3
231,2024-07-16 15:00:00,18483.2,7567.1,932.89,34276.5,11047.9,8127.2,4944.3
232,2024-07-16 16:00:00,18525.4,7584.1,933.64,34393.5,11092.8,8167.4,4950.8
233,2024-07-16 17:00:00,18540.4,7577.1,933.77,34386.5,11087.7,8167.7,4950.1
234,2024-07-17 09:00:00,18492.7,7568.0,924.17,34331.5,11035.1,8148.1,4913.1
235,2024-07-17 10:00:00,18494.2,7561.8,924.29,34338.5,11056.6,8149.6,4911.1
236,2024-07-17 11:00:00,18460.7,7557.0,921.54,34373.5,11082.1,8156.3,4902.1
237,2024-07-17 12:00:00,18446.7,7561.5,922.84,34376.5,11080.6,8158.3,4903.1
238,2024-07-17 13:00:00,18396.2,7534.0,921.47,34216.5,11062.7,8154.0,4887.8
239,2024-07-17 14:00:00,18419.3,7538.5,920.54,34266.5,11084.2,8172.0,4891.8
240,2024-07-17 15:00:00,18486.3,7578.8,920.64,34433.5,11126.2,8202.0,4902.8
241,2024-07-17 16:00:00,18460.7,7587.5,917.04,34406.5,11115.6,8193.6,4898.1
242,2024-07-17 17:00:00,18439.7,7576.5,916.56,34378.5,11114.5,8192.6,4892.1
243,2024-07-18 09:00:00,18405.2,7568.4,917.44,34421.5,11142.9,8244.4,4878.7
244,2024-07-18 10:00:00,18473.7,7609.7,921.39,34603.5,11176.9,8252.9,4904.7
245,2024-07-18 11:00:00,18472.7,7615.9,920.94,34581.5,11172.4,8246.2,4904.7
246,2024-07-18 12:00:00,18483.7,7617.2,921.64,34598.5,11184.9,8242.2,4906.7
247,2024-07-18 13:00:00,18489.4,7612.9,922.44,34628.5,11178.5,8241.1,4905.8
248,2024-07-18 14:00:00,18499.4,7647.4,924.62,34706.5,11204.5,8254.1,4918.8
249,2024-07-18 15:00:00,18498.4,7643.9,923.09,34743.5,11203.5,8240.3,4912.8
250,2024-07-18 16:00:00,18401.8,7608.2,918.12,34576.5,11153.2,8223.4,4885.9
251,2024-07-18 17:00:00,18338.5,7587.7,915.59,34551.5,11132.6,8199.9,4867.9
252,2024-07-22 08:00:00,18250.9,7574.6,909.74,34315.5,11147.7,8195.5,4850.7
253,2024-07-22 09:00:00,18263.5,7565.5,912.54,34370.5,11101.7,8184.8,4854.6
254,2024-07-22 10:00:00,18354.3,7617.7,915.09,34515.5,11151.2,8198.1,4883.6
255,2024-07-22 11:00:00,18403.3,7628.8,916.21,34525.5,11170.2,8215.4,4894.6
256,2024-07-22 12:00:00,18425.8,7637.1,918.64,34540.5,11164.2,8215.1,4901.6
257,2024-07-22 13:00:00,18426.2,7635.9,918.37,34490.5,11165.0,8222.3,4899.2
258,2024-07-22 14:00:00,18440.7,7635.6,919.37,34553.5,11184.5,8231.6,4903.2
259,2024-07-22 15:00:00,18406.7,7623.1,917.24,34510.5,11143.5,8200.6,4897.2
260,2024-07-22 16:00:00,18430.7,7631.3,918.09,34670.5,11164.0,8212.4,4903.1
261,2024-07-22 17:00:00,18413.2,7629.6,918.19,34650.5,11164.9,8205.9,4902.1
262,2024-07-22 18:00:00,18436.1,7638.8,919.52,34705.5,11173.9,8209.4,4910.1
263,2024-07-22 19:00:00,18457.6,7649.6,920.09,34740.5,11179.4,8214.9,4916.1
264,2024-07-23 08:00:00,18522.5,7620.7,918.67,34713.5,11166.6,8177.6,4916.6
265,2024-07-23 09:00:00,18482.6,7584.6,915.17,34563.5,11114.9,8157.4,4899.7
266,2024-07-23 10:00:00,18521.1,7612.8,917.34,34663.5,11155.4,8185.7,4914.7
267,2024-07-23 11:00:00,18585.6,7632.4,919.57,34730.5,11185.9,8200.2,4932.7
268,2024-07-23 12:00:00,18628.1,7656.2,920.57,34830.5,11216.9,8221.4,4944.7
269,2024-07-23 13:00:00,18618.8,7637.2,918.72,34730.5,11196.4,8194.9,4935.2
270,2024-07-23 14:00:00,18568.8,7608.6,916.39,34600.5,11176.4,8179.4,4921.2
271,2024-07-23 15:00:00,18521.8,7585.8,915.42,34548.5,11175.4,8150.9,4911.2
272,2024-07-23 16:00:00,18520.8,7588.5,913.92,34560.5,11197.7,8159.7,4908.3
273,2024-07-23 17:00:00,18542.5,7555.1,913.32,34568.5,11207.1,8156.9,4901.3
274,2024-07-23 18:00:00,18531.5,7559.5,914.04,34553.5,11211.1,8153.7,4899.3
275,2024-07-23 19:00:00,18552.0,7564.0,915.04,34598.5,11210.1,8164.7,4905.3
276,2024-07-24 08:00:00,18416.0,7513.2,909.52,34506.5,11200.3,8118.1,4875.7
277,2024-07-24 09:00:00,18377.9,7478.2,908.47,34233.5,11188.4,8135.7,4855.9
278,2024-07-24 10:00:00,18410.4,7494.3,909.94,34355.5,11204.4,8134.9,4867.9
279,2024-07-24 11:00:00,18414.4,7517.6,909.52,34460.5,11209.9,8149.2,4873.9
280,2024-07-24 12:00:00,18431.4,7528.7,909.94,34515.5,11207.9,8155.4,4878.9
281,2024-07-24 13:00:00,18427.9,7523.9,909.39,34503.5,11207.8,8163.0,4874.9
282,2024-07-24 14:00:00,18387.4,7508.4,907.57,34423.5,11174.3,8147.7,4864.9
