Stock,MSE,MAE,SMAPE
ret_DE40,0.1319907747788881,0.2263916369598374,144.3584521332607
ret_FR40,0.2452835714946707,0.40868629154730085,150.65819602923182
ret_NL25,0.26804612398141514,0.40096458104601973,147.39791096483424
ret_IT40,0.17148129875610846,0.2518511051765079,155.15515050267052
ret_SP35,0.12511592305877892,0.23943728210163784,135.14580297923285
ret_UK100,0.07278780159421651,0.19041096112014874,149.87737459109107
ret_EU50,0.2513865023051718,0.39594909602600376,147.5260489531054
